,id,date,action,adminid
974,975,"May 08, 2022 03:34",Edit Face,123
975,976,"May 08, 2022 03:34",Records,123
976,977,"May 08, 2022 03:34",Edit Face,123
977,978,"May 08, 2022 03:34",Edit Face,123
978,979,"May 08, 2022 03:34",Records,123
979,980,"May 08, 2022 03:34",Register Face,123
980,981,"May 08, 2022 03:34",Edit Face,123
981,982,"May 08, 2022 03:34",Edit Face,123
982,983,"May 08, 2022 03:34",Register Face,123
983,984,"May 08, 2022 03:34",Records,123
984,985,"May 08, 2022 03:35",Logged out,123
985,986,"May 08, 2022 03:35",Dashboard,123
986,987,"May 08, 2022 03:35",Login,123
987,988,"May 08, 2022 03:35",Records,123
988,989,"May 08, 2022 03:37",Dashboard,123
989,990,"May 08, 2022 03:37",Login,123
990,991,"May 08, 2022 03:37",Register Face,123
991,992,"May 08, 2022 03:37",Dashboard,123
992,993,"May 08, 2022 03:37",Records,123
993,994,"May 08, 2022 03:37",Register Face,123
994,995,"May 08, 2022 03:37",Edit Face,123
995,996,"May 08, 2022 03:37",Edit Face,123
996,997,"May 08, 2022 03:37",Exported: personnel,123
997,998,"May 08, 2022 03:37",Records,123
998,999,"May 08, 2022 03:37",Register Face,123
999,1000,"May 08, 2022 03:37",Records,123
1000,1001,"May 08, 2022 03:38",Logs - System,123
